1;"carnaval";"2012-02-20";"2012-02-27";565;90
2;"low_season";"2012-02-28";"2012-04-01";500;80
3;"easter";"2012-04-02";"2012-04-09";660;105
4;"med_season";"2012-04-10";"2012-05-31";565;90
5;"high_season";"2012-06-01";"2012-09-30";660;105
6;"med_season";"2012-10-01";"2012-10-31";565;90
7;"low_season";"2012-11-01";"2012-12-25";500;90
8;"nye";"2012-12-26";"2013-01-04";660;105
